,10,30,50,100,300,500,1000,3000,5000
0,11.799999999999999,30.680000000000003,23.68,57.099999999999994,83.46000000000001,88.79,92.0,93.61,95.23
1,11.35,36.28,38.12,61.739999999999995,81.67,89.2,91.51,94.34,94.92
2,10.09,30.8,43.35,66.43,83.83,89.2,91.2,94.25,94.86
3,13.38,22.869999999999997,32.95,58.39,83.50999999999999,89.7,91.44,94.04,94.97
4,11.74,31.819999999999997,41.55,67.28,83.21,88.98,91.67999999999999,94.17999999999999,95.06
5,13.459999999999999,11.379999999999999,50.349999999999994,59.85,82.63000000000001,88.62,91.59,94.07,94.6
6,9.02,11.450000000000001,37.47,56.68,83.83,87.31,91.58,93.62,95.25
7,10.32,15.310000000000002,34.99,53.64,85.19,87.88,92.36999999999999,93.15,94.99
8,11.35,20.61,39.32,65.94,85.55,89.08,91.23,93.65,94.28
9,13.81,11.35,30.209999999999997,62.19,83.61,89.14999999999999,90.82000000000001,93.91000000000001,94.75
